title,external_id,url,type,publication_year,publication_month,publication_day,journal_title,source_client_id
Impacto de intervención temprana a cuidadores de pacientes secuelados de un accidente cerebro vascular.  Estudio piloto.,10.5354/0719-5346.2011.17776,http://dx.doi.org/10.5354/0719-5346.2011.17776,journal-article,2011,12,30,Revista Chilena de Terapia Ocupacional,0000-0001-5797-7064
Impacto de intervención temprana a cuidadores de pacientes secuelados de un accidente cerebro vascular. Estudio piloto.,10.5354/0719-5346.2011.17776,https://enfoqueseducacionales.uchile.cl/index.php/RTO/article/view/17776,journal-article,2011,12,,Revista Chilena De Terapia Ocupacional,0000-0001-5797-7064
Current Challenges in Ultrasound Imaging of Cortical Bone Thickness,10.1016/j.acra.2023.08.043,http://dx.doi.org/10.1016/j.acra.2023.08.043,journal-article,2023,12,,Academic Radiology,0000-0003-1364-0560
Classification of Hip Fragility Fractures in Older Adults Using an Ultrasonic Device,10.1109/ius51837.2023.10307317,http://dx.doi.org/10.1109/ius51837.2023.10307317,conference-paper,2023,09,03,2023 IEEE International Ultrasonics Symposium (IUS),0000-0003-1364-0560
Bi-Directional Axial Transmission measurements applied in a clinical environment,10.1371/journal.pone.0277831,https://doi.org/10.1371/journal.pone.0277831,journal-article,2022,12,30,PLOS ONE,0000-0003-1364-0560
Bi-Directional Axial Transmission measurements applied in a clinical environment,10.1371/journal.pone.0277831,http://www.scopus.com/inward/record.url?eid=2-s2.0-85145426071&partnerID=MN8TOARS,journal-article,2022,,,PLoS ONE,0000-0003-1364-0560
HER2 classification in breast cancer cells: A new explainable machine learning application for immunohistochemistry,10.3892/ol.2022.13630,http://dx.doi.org/10.3892/ol.2022.13630,journal-article,2022,12,14,Oncology Letters,0000-0003-1364-0560
HER2 classification in breast cancer cells: A new explainable machine learning application for immunohistochemistry,10.3892/ol.2022.13630,http://www.scopus.com/inward/record.url?eid=2-s2.0-85144576916&partnerID=MN8TOARS,journal-article,2023,,,Oncology Letters,0000-0003-1364-0560
Can guided wave ultrasound predict bone mechanical properties at the femoral neck in patients undergoing hip arthroplasty?,10.1016/j.jmbbm.2022.105468,https://doi.org/10.1016/j.jmbbm.2022.105468,journal-article,2022,12,,Journal of the Mechanical Behavior of Biomedical Materials,0000-0003-1364-0560
Can guided wave ultrasound predict bone mechanical properties at the femoral neck in patients undergoing hip arthroplasty?,10.1016/j.jmbbm.2022.105468,http://www.scopus.com/inward/record.url?eid=2-s2.0-85139825815&partnerID=MN8TOARS,journal-article,2022,,,Journal of the Mechanical Behavior of Biomedical Materials,0000-0003-1364-0560
Improvement of Patient Classification Using Feature Selection Applied to Bidirectional Axial Transmission,10.1109/tuffc.2022.3195477,https://doi.org/10.1109/TUFFC.2022.3195477,journal-article,2022,09,,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0000-0003-1364-0560
Improvement of Patient Classification Using Feature Selection Applied to Bidirectional Axial Transmission,10.1109/tuffc.2022.3195477,http://www.scopus.com/inward/record.url?eid=2-s2.0-85135756006&partnerID=MN8TOARS,journal-article,2022,,,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0000-0003-1364-0560
Using Low-Resolution Non-Invasive Infrared Sensors to Classify Activities and Falls in Older Adults,10.3390/s22062321,https://www.mdpi.com/1424-8220/22/6/2321,journal-article,2022,03,,Sensors,0000-0003-1364-0560
Using Low-Resolution Non-Invasive Infrared Sensors to Classify Activities and Falls in Older Adults,10.3390/s22062321,https://doi.org/10.3390/s22062321,journal-article,2022,03,17,Sensors,0000-0003-1364-0560
Using Low-Resolution Non-Invasive Infrared Sensors to Classify Activities and Falls in Older Adults,10.3390/s22062321,http://www.scopus.com/inward/record.url?eid=2-s2.0-85126895477&partnerID=MN8TOARS,journal-article,2022,,,Sensors,0000-0003-1364-0560
A simplified homogenization model applied to viscoelastic behavior of cortical bone at ultrasonic frequencies,10.1016/j.jbiomech.2021.110868,https://doi.org/10.1016/j.jbiomech.2021.110868,journal-article,2022,01,,Journal of Biomechanics,0000-0003-1364-0560
A simplified homogenization model applied to viscoelastic behavior of cortical bone at ultrasonic frequencies,10.1016/j.jbiomech.2021.110868,http://www.scopus.com/inward/record.url?eid=2-s2.0-85121237645&partnerID=MN8TOARS,journal-article,2022,,,Journal of Biomechanics,0000-0003-1364-0560
Orthogonal Matching Pursuit based Sparse Dispersive Radon Transform for Ultrasonic Guided Mode Extraction,10.1109/ius54386.2022.9958186,http://www.scopus.com/inward/record.url?eid=2-s2.0-85143794441&partnerID=MN8TOARS,conference-paper,2022,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
In vivo pulse-echo measurement of apparent broadband attenuation and Q factor in cortical bone: a preliminary study,10.1088/1361-6560/ac1022,https://doi.org/10.1088/1361-6560/ac1022,journal-article,2021,08,07,Physics in Medicine & Biology,0000-0003-1364-0560
In vivo pulse-echo measurement of apparent broadband attenuation and Q factor in cortical bone: a preliminary study,10.1088/1361-6560/ac1022,http://www.scopus.com/inward/record.url?eid=2-s2.0-85111178874&partnerID=MN8TOARS,journal-article,2021,,,Physics in Medicine and Biology,0000-0003-1364-0560
A Systematic approach to improve Support Vector Machine applied to ultrasonic guided wave spectrum image classification,10.1109/ius52206.2021.9593693,http://www.scopus.com/inward/record.url?eid=2-s2.0-85122848317&partnerID=MN8TOARS,conference-paper,2021,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
Extraction of the First-Arriving-Signal and Fundamental Flexural Guided Wave Using a Radon Transform Based Approach Applied to Ultrasonic Characterization of Cortical Bone,10.1109/ius52206.2021.9593783,http://www.scopus.com/inward/record.url?eid=2-s2.0-85122850988&partnerID=MN8TOARS,conference-paper,2021,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
Real Time Waveguide Parameter Estimation Using Sparse Multimode Disperse Radon Transform,10.1109/laus53676.2021.9639171,http://www.scopus.com/inward/record.url?eid=2-s2.0-85124147557&partnerID=MN8TOARS,conference-paper,2021,,,"LAUS 2021 - 2021 IEEE UFFC Latin America Ultrasonics Symposium, Proceedings",0000-0003-1364-0560
"Selection of Bone fragility-Related Features Obtained with Bi-Directional Axial Transmission, Through a Machine Learning Strategy",10.1109/laus53676.2021.9639108,http://www.scopus.com/inward/record.url?eid=2-s2.0-85124157015&partnerID=MN8TOARS,conference-paper,2021,,,"LAUS 2021 - 2021 IEEE UFFC Latin America Ultrasonics Symposium, Proceedings",0000-0003-1364-0560
Automatic Classifying of Patients With Non-Traumatic Fractures Based on Ultrasonic Guided Wave Spectrum Image Using a Dynamic Support Vector Machine,10.1109/access.2020.3033480,https://doi.org/10.1109/ACCESS.2020.3033480,journal-article,2020,,,IEEE Access,0000-0003-1364-0560
Automatic classifying of patients with non-traumatic fractures based on ultrasonic guided wave spectrum image using a dynamic support vector machine,10.1109/access.2020.3033480,http://www.scopus.com/inward/record.url?eid=2-s2.0-85102752869&partnerID=MN8TOARS,journal-article,2020,,,IEEE Access,0000-0003-1364-0560
eHomeSeniors Dataset: An Infrared Thermal Sensor Dataset for Automatic Fall Detection Research,10.3390/s19204565,https://doi.org/10.3390/s19204565,journal-article,2019,10,21,Sensors,0000-0003-1364-0560
eHomeSeniors Dataset: An Infrared Thermal Sensor Dataset for Automatic Fall Detection Research,10.3390/s19204565,https://www.mdpi.com/1424-8220/19/20/4565,journal-article,2019,10,,Sensors,0000-0003-1364-0560
Ehomeseniors dataset: An infrared thermal sensor dataset for automatic fall detection research,10.3390/s19204565,http://www.scopus.com/inward/record.url?eid=2-s2.0-85073730136&partnerID=MN8TOARS,journal-article,2019,,,Sensors (Switzerland),0000-0003-1364-0560
Ultrasound‐based estimates of cortical bone thickness and porosity are associated with non‐traumatic fractures in postmenopausal women: A pilot study,10.1002/jbmr.3733,http://dx.doi.org/10.1002/jbmr.3733,journal-article,2019,03,26,Journal of Bone and Mineral Research,0000-0003-1364-0560
Ultrasound‐based estimates of cortical bone thickness and porosity are associated with non‐traumatic fractures in postmenopausal women: A pilot study,10.1002/jbmr.3733,https://doi.org/10.1002/jbmr.3733,journal-article,2019,03,26,Journal of Bone and Mineral Research,0000-0003-1364-0560
Ultrasound-Based Estimates of Cortical Bone Thickness and Porosity Are Associated With Nontraumatic Fractures in Postmenopausal Women: A Pilot Study,10.1002/jbmr.3733,http://www.scopus.com/inward/record.url?eid=2-s2.0-85068114781&partnerID=MN8TOARS,journal-article,2019,,,Journal of Bone and Mineral Research,0000-0003-1364-0560
Ex vivo cortical porosity and thickness predictions at the tibia using full-spectrum ultrasonic guided-wave analysis,10.1007/s11657-019-0578-1,http://www.scopus.com/inward/record.url?eid=2-s2.0-85061598547&partnerID=MN8TOARS,journal-article,2019,,,Archives of Osteoporosis,0000-0003-1364-0560
In Vivo Measurements of Cortical Thickness and Porosity at the Proximal Third of the Tibia Using Guided Waves: Comparison with Site-Matched Peripheral Quantitative Computed Tomography and Distal High-Resolution Peripheral Quantitative Computed Tomography,10.1016/j.ultrasmedbio.2019.01.008,http://www.scopus.com/inward/record.url?eid=2-s2.0-85061616078&partnerID=MN8TOARS,journal-article,2019,,,Ultrasound in Medicine and Biology,0000-0003-1364-0560
"Roof-integrated dew water harvesting in Combarbalá, Chile",10.2166/aqua.2018.174,http://dx.doi.org/10.2166/aqua.2018.174,journal-article,2018,06,,Journal of Water Supply: Research and Technology - Aqua,0000-0003-1364-0560
"Roof-integrated dew water harvesting in Combarbalá, Chile",10.2166/aqua.2018.174,http://www.scopus.com/inward/record.url?eid=2-s2.0-85052752412&partnerID=MN8TOARS,journal-article,2018,,,Journal of Water Supply: Research and Technology - AQUA,0000-0003-1364-0560
Bone cortical thickness and porosity assessment using ultrasound guided waves: An ex vivo validation study,10.1016/j.bone.2018.07.018,http://www.scopus.com/inward/record.url?eid=2-s2.0-85050668264&partnerID=MN8TOARS,journal-article,2018,,,Bone,0000-0003-1364-0560
Dispersive Radon transform,10.1121/1.5036726,http://www.scopus.com/inward/record.url?eid=2-s2.0-85046869061&partnerID=MN8TOARS,journal-article,2018,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Ex Vivo Radius Fracture Discrimination from Cortical Thickness and Porosity Obtained by Axial Transmission,10.1109/ultsym.2018.8579720,http://www.scopus.com/inward/record.url?eid=2-s2.0-85060598002&partnerID=MN8TOARS,conference-paper,2018,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
In Vivo Estimation of Cortical Thickness and Porosity by Axial Transmission: Comparison with High Resolution Computed Tomography,10.1109/ultsym.2018.8579872,http://www.scopus.com/inward/record.url?eid=2-s2.0-85062567764&partnerID=MN8TOARS,conference-paper,2018,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
Long cortical bone fracture evaluation using ultrasonic guided waves: A tubular phantom study,10.1007/978-981-10-4361-1_22,http://www.scopus.com/inward/record.url?eid=2-s2.0-85030832091&partnerID=MN8TOARS,conference-paper,2018,,,IFMBE Proceedings,0000-0003-1364-0560
Dispersion characteristics of the flexural wave assessed using low frequency (50-150 kHz) point-contact transducers: A feasibility study on bone-mimicking phantoms,10.1016/j.ultras.2017.05.008,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000407411200001&KeyUID=WOS:000407411200001,journal-article,2017,,,Ultrasonics,0000-0003-1364-0560
Dispersion characteristics of the flexural wave assessed using low frequency (50–150 kHz) point-contact transducers: A feasibility study on bone-mimicking phantoms,10.1016/j.ultras.2017.05.008,http://www.scopus.com/inward/record.url?eid=2-s2.0-85019764415&partnerID=MN8TOARS,journal-article,2017,,,Ultrasonics,0000-0003-1364-0560
Notice of Removal: The elastic properties of human cortical bone measured by resonant ultrasound spectroscopy at multiple skeletal sites,10.1109/ultsym.2017.8092640,http://www.scopus.com/inward/record.url?eid=2-s2.0-85039422999&partnerID=MN8TOARS,conference-paper,2017,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
Predicting bone strength with ultrasonic guided waves,10.1038/srep43628,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000396280000001&KeyUID=WOS:000396280000001,journal-article,2017,,,Scientific Reports,0000-0003-1364-0560
Predicting bone strength with ultrasonic guided waves,10.1038/srep43628,http://www.scopus.com/inward/record.url?eid=2-s2.0-85014466225&partnerID=MN8TOARS,journal-article,2017,,,Scientific Reports,0000-0003-1364-0560
A method for the measurement of dispersion curves of circumferential guided waves radiating from curved shells: experimental validation and application to a femoral neck mimicking phantom,10.1088/0031-9155/61/13/4746,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000406038500001&KeyUID=WOS:000406038500001,journal-article,2016,,,Physics in Medicine and Biology,0000-0003-1364-0560
A method for the measurement of dispersion curves of circumferential guided waves radiating from curved shells: Experimental validation and application to a femoral neck mimicking phantom,10.1088/0031-9155/61/13/4746,http://www.scopus.com/inward/record.url?eid=2-s2.0-84976439461&partnerID=MN8TOARS,journal-article,2016,,,Physics in Medicine and Biology,0000-0003-1364-0560
Genetic algorithms-based inversion of multimode guided waves for cortical bone characterization,10.1088/0031-9155/61/19/6953,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000385396100005&KeyUID=WOS:000385396100005,journal-article,2016,,,Physics in Medicine and Biology,0000-0003-1364-0560
Genetic algorithms-based inversion of multimode guided waves for cortical bone characterization,10.1088/0031-9155/61/19/6953,http://www.scopus.com/inward/record.url?eid=2-s2.0-84991736557&partnerID=MN8TOARS,journal-article,2016,,,Physics in Medicine and Biology,0000-0003-1364-0560
In Vivo Characterization of Cortical Bone Using Guided Waves Measured by Axial Transmission,10.1109/tuffc.2016.2587079,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000384323300013&KeyUID=WOS:000384323300013,journal-article,2016,,,Ieee Transactions on Ultrasonics Ferroelectrics and Frequency Control,0000-0003-1364-0560
In Vivo Characterization of Cortical Bone Using Guided Waves Measured by Axial Transmission,10.1109/tuffc.2016.2587079,http://www.scopus.com/inward/record.url?eid=2-s2.0-84988470681&partnerID=MN8TOARS,journal-article,2016,,,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0000-0003-1364-0560
Measurement of dispersion curves of circumferential guided waves radiating from curved shells: Theory and numerical validation,10.1121/1.4941652,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000373705300026&KeyUID=WOS:000373705300026,journal-article,2016,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Measurement of dispersion curves of circumferential guided waves radiating from curved shells: Theory and numerical validation,10.1121/1.4941652,http://www.scopus.com/inward/record.url?eid=2-s2.0-84958554945&partnerID=MN8TOARS,journal-article,2016,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Multichannel processing for dispersion curves extraction of ultrasonic axial-transmission signals: Comparisons and case studies,10.1121/1.4962491,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000386932500037&KeyUID=WOS:000386932500037,journal-article,2016,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Multichannel processing for dispersion curves extraction of ultrasonic axial-transmission signals: Comparisons and case studies,10.1121/1.4962491,http://www.scopus.com/inward/record.url?eid=2-s2.0-84988458187&partnerID=MN8TOARS,journal-article,2016,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Multichannel wideband mode-selective excitation of ultrasonic guided waves in long cortical bone,10.1109/ultsym.2016.7728774,http://www.scopus.com/inward/record.url?eid=2-s2.0-84996587497&partnerID=MN8TOARS,conference-paper,2016,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
Sparse SVD Method for High-Resolution Extraction of the Dispersion Curves of Ultrasonic Guided Waves,10.1109/tuffc.2016.2592688,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000385720000004&KeyUID=WOS:000385720000004,journal-article,2016,,,Ieee Transactions on Ultrasonics Ferroelectrics and Frequency Control,0000-0003-1364-0560
Sparse SVD Method for High-Resolution Extraction of the Dispersion Curves of Ultrasonic Guided Waves,10.1109/tuffc.2016.2592688,http://www.scopus.com/inward/record.url?eid=2-s2.0-84988459178&partnerID=MN8TOARS,journal-article,2016,,,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0000-0003-1364-0560
A free plate model can predict guided modes propagating in tubular bone-mimicking phantoms,10.1121/1.4903920,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000348369000016&KeyUID=WOS:000348369000016,journal-article,2015,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
A free plate model can predict guided modes propagating in tubular bone-mimicking phantoms,10.1121/1.4903920,http://www.scopus.com/inward/record.url?eid=2-s2.0-84919946552&partnerID=MN8TOARS,journal-article,2015,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
A genetic algorithms-based optimization method for estimating thickness and porosity of cortical bone from guided wave measurements,10.1109/esucb.2015.7169885,http://www.scopus.com/inward/record.url?eid=2-s2.0-84947080713&partnerID=MN8TOARS,conference-paper,2015,,,IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,0000-0003-1364-0560
An anisotropic bilayer model to gain insight into in-vivo guided wave measurements,10.1109/esucb.2015.7169886,http://www.scopus.com/inward/record.url?eid=2-s2.0-84947087199&partnerID=MN8TOARS,conference-paper,2015,,,IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,0000-0003-1364-0560
Discrimination of fractured from non-fractured post-menopausal women using guided wave-based ultrasound: A pilot clinical study,10.1109/esucb.2015.7169916,http://www.scopus.com/inward/record.url?eid=2-s2.0-84947093575&partnerID=MN8TOARS,conference-paper,2015,,,IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,0000-0003-1364-0560
Multisite ultrasound axial transmission study in postmenopausal women using optimized first arriving signal velocity measurements,10.1109/esucb.2015.7169895,http://www.scopus.com/inward/record.url?eid=2-s2.0-84947080720&partnerID=MN8TOARS,conference-paper,2015,,,IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,0000-0003-1364-0560
Numerical estimation of femoral neck cortical bone thickness based on time domain topological energy and sparse signal approximation,10.1109/esucb.2015.7169888,http://www.scopus.com/inward/record.url?eid=2-s2.0-84947080727&partnerID=MN8TOARS,conference-paper,2015,,,IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,0000-0003-1364-0560
Prospective discrimination of vertebral fractures by axial transmission ultrasound using optimized first arriving signal velocity measurements,10.1109/ultsym.2015.0513,http://www.scopus.com/inward/record.url?eid=2-s2.0-84962013778&partnerID=MN8TOARS,conference-paper,2015,,,"2015 IEEE International Ultrasonics Symposium, IUS 2015",0000-0003-1364-0560
Sparse inversion SVD method for dispersion extraction of ultrasonic guided waves in cortical bone,10.1109/esucb.2015.7169918,http://www.scopus.com/inward/record.url?eid=2-s2.0-84947080316&partnerID=MN8TOARS,conference-paper,2015,,,IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,0000-0003-1364-0560
A Capacitive Micromachined Ultrasonic Transducer Probe for Assessment of Cortical Bone,10.1109/tuffc.2014.2959,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000337126100016&KeyUID=WOS:000337126100016,journal-article,2014,,,Ieee Transactions on Ultrasonics Ferroelectrics and Frequency Control,0000-0003-1364-0560
A capacitive micromachined ultrasonic transducer probe for assessment of cortical bone,10.1109/tuffc.2014.2959,http://www.scopus.com/inward/record.url?eid=2-s2.0-84901981417&partnerID=MN8TOARS,journal-article,2014,,,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0000-0003-1364-0560
A hybrid FDTD-Rayleigh integral computational method for the simulation of the ultrasound measurement of proximal femur,10.1016/j.ultras.2013.06.004,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000333766300009&KeyUID=WOS:000333766300009,journal-article,2014,,,Ultrasonics,0000-0003-1364-0560
A hybrid FDTD-Rayleigh integral computational method for the simulation of the ultrasound measurement of proximal femur,10.1016/j.ultras.2013.06.004,http://www.scopus.com/inward/record.url?eid=2-s2.0-84897915353&partnerID=MN8TOARS,journal-article,2014,,,Ultrasonics,0000-0003-1364-0560
Accurate measurement of guided modes in a plate using a bidirectional approach,10.1121/1.4832335,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000329925100003&KeyUID=WOS:000329925100003,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Accurate measurement of guided modes in a plate using a bidirectional approach,10.1121/1.4832335,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900384892&partnerID=MN8TOARS,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Circumferential guided wave measurements of a cylindrical fluid-filled bone-mimicking phantom,10.1121/1.4861366,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000331846000051&KeyUID=WOS:000331846000051,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Circumferential guided wave measurements of a cylindrical fluid-filled bone-mimicking phantom,10.1121/1.4861366,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900570991&partnerID=MN8TOARS,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Combined Estimation of Thickness and Velocities Using Ultrasound Guided Waves: A Pioneering Study on In Vitro Cortical Bone Samples,10.1109/tuffc.2014.3062,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000341592000005&KeyUID=WOS:000341592000005,journal-article,2014,,,Ieee Transactions on Ultrasonics Ferroelectrics and Frequency Control,0000-0003-1364-0560
Combined estimation of thickness and velocities using ultrasound guided waves: A pioneering study on in vitro cortical bone samples,10.1109/tuffc.2014.3062,http://www.scopus.com/inward/record.url?eid=2-s2.0-84906815314&partnerID=MN8TOARS,journal-article,2014,,,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0000-0003-1364-0560
Detection of elastic guided waves using an axial transmission method: Performance comparison between PZT and cMUT technologies,10.1109/ultsym.2014.0523,http://www.scopus.com/inward/record.url?eid=2-s2.0-84910068927&partnerID=MN8TOARS,conference-paper,2014,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
In vivo measurements of guided waves at the forearm,10.1109/ultsym.2014.0228,http://www.scopus.com/inward/record.url?eid=2-s2.0-84910052204&partnerID=MN8TOARS,conference-paper,2014,,,"IEEE International Ultrasonics Symposium, IUS",0000-0003-1364-0560
Measuring the wavenumber of guided modes in waveguides with linearly varying thickness,10.1121/1.4869691,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000336160000020&KeyUID=WOS:000336160000020,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Measuring the wavenumber of guided modes in waveguides with linearly varying thickness,10.1121/1.4869691,http://www.scopus.com/inward/record.url?eid=2-s2.0-84900402299&partnerID=MN8TOARS,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
"Measuring the wavenumber of guided modes in waveguides with linearly varying thickness (vol 135, pg 2614, 2014)",10.1121/1.4884766,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000341178100072&KeyUID=WOS:000341178100072,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
"Erratum: Measuring the wavenumber of guided modes in waveguides with linearly varying thickness [J. Acoust. Soc. Am. 135 (5), 2614-2624 (2014)]",10.1121/1.4884766,http://www.scopus.com/inward/record.url?eid=2-s2.0-84905696182&partnerID=MN8TOARS,journal-article,2014,,,Journal of the Acoustical Society of America,0000-0003-1364-0560
Non-destructive assessment of human ribs mechanical properties using quantitative ultrasound,10.1016/j.jbiomech.2014.01.052,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000334898400044&KeyUID=WOS:000334898400044,journal-article,2014,,,Journal of Biomechanics,0000-0003-1364-0560
Non-destructive assessment of human ribs mechanical properties using quantitative ultrasound,10.1016/j.jbiomech.2014.01.052,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896463362&partnerID=MN8TOARS,journal-article,2014,,,Journal of Biomechanics,0000-0003-1364-0560
Axial transmission measurements of guided modes on bone phantoms and in vitro human bone specimen,10.1121/1.4800351,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878970523&partnerID=MN8TOARS,conference-paper,2013,,,Proceedings of Meetings on Acoustics,0000-0003-1364-0560
Coupling of finite difference elastodynamic and semi-analytic Rayleigh integral codes for the modelling of ultrasound propagation at the hip,10.1121/1.4799640,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878959039&partnerID=MN8TOARS,conference-paper,2013,,,Proceedings of Meetings on Acoustics,0000-0003-1364-0560
Determination of bone properties from Lamb type of waves,10.1121/1.4800347,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878983391&partnerID=MN8TOARS,conference-paper,2013,,,Proceedings of Meetings on Acoustics,0000-0003-1364-0560
Low frequency cMUT technology: Application to measurement of brain movement and assessment of bone quality,10.1016/j.irbm.2013.01.009,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000317998300011&KeyUID=WOS:000317998300011,journal-article,2013,,,Irbm,0000-0003-1364-0560
Low frequency cMUT technology: Application to measurement of brain movement and assessment of bone quality,10.1016/j.irbm.2013.01.009,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876153661&partnerID=MN8TOARS,journal-article,2013,,,IRBM,0000-0003-1364-0560
